data path:
['data/XJTU data/R3_battery-5.csv', 'data/XJTU data/R3_battery-3.csv', 'data/XJTU data/R3_battery-7.csv', 'data/XJTU data/R3_battery-6.csv', 'data/XJTU data/R3_battery-1.csv', 'data/XJTU data/R3_battery-2.csv']
data path:
['data/XJTU data/R3_battery-4.csv', 'data/XJTU data/R3_battery-8.csv']
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.469334
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:001, data loss:0.064587
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.077882
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:002, data loss:0.057215
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.064526
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:003, data loss:0.020836
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.028975
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:004, data loss:0.012119
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.021179
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:005, data loss:0.009256
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.014351
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:006, data loss:0.003664
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.007792
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:007, data loss:0.001991
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.005828
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:008, data loss:0.002802
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.004704
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:009, data loss:0.001802
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.003049
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:010, data loss:0.001619
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.002218
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:011, data loss:0.001166
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001860
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:012, data loss:0.001408
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001621
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:013, data loss:0.001213
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001575
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:014, data loss:0.001537
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001349
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:015, data loss:0.001447
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001365
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:016, data loss:0.001229
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001285
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:017, data loss:0.001450
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001236
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:018, data loss:0.001450
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001156
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:019, data loss:0.001302
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001168
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:020, data loss:0.001200
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001039
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:021, data loss:0.001358
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001117
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:022, data loss:0.001139
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.000987
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:023, data loss:0.000989
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001090
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:024, data loss:0.000917
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001058
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.001639
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001017
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.002230
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000977
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.001648
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000865
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.001381
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000861
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.001516
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000874
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.001448
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000816
