data path:
['data/XJTU data/2C_battery-6.csv', 'data/XJTU data/2C_battery-2.csv', 'data/XJTU data/2C_battery-5.csv', 'data/XJTU data/2C_battery-1.csv', 'data/XJTU data/2C_battery-7.csv', 'data/XJTU data/2C_battery-3.csv']
data path:
['data/XJTU data/2C_battery-4.csv', 'data/XJTU data/2C_battery-8.csv']
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.414078
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:001, data loss:0.101338
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.095110
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:002, data loss:0.028067
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.063966
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:003, data loss:0.058476
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.061321
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:004, data loss:0.003913
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.025006
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:005, data loss:0.014442
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.033815
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:006, data loss:0.012581
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.021444
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:007, data loss:0.002994
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.011639
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:008, data loss:0.003284
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.010913
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:009, data loss:0.002923
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.008694
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:010, data loss:0.002192
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.005290
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:011, data loss:0.001362
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.004184
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:012, data loss:0.001607
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.003401
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:013, data loss:0.002029
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002622
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:014, data loss:0.000994
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002205
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:015, data loss:0.001739
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002003
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:016, data loss:0.001370
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.002080
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:017, data loss:0.001886
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001861
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:018, data loss:0.001439
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001703
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:019, data loss:0.001264
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001594
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:020, data loss:0.002011
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001515
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:021, data loss:0.000830
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001382
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:022, data loss:0.001675
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001308
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:023, data loss:0.001297
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001314
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:024, data loss:0.001126
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001238
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:025, data loss:0.001835
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001282
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:026, data loss:0.001392
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001141
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:027, data loss:0.001287
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001007
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:028, data loss:0.001219
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001070
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:029, data loss:0.001117
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000984
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:030, data loss:0.001433
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000974
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:031, data loss:0.001485
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000848
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:032, data loss:0.001097
