data path:
['data/XJTU data/RW_battery-3.csv', 'data/XJTU data/RW_battery-2.csv', 'data/XJTU data/RW_battery-6.csv', 'data/XJTU data/RW_battery-7.csv', 'data/XJTU data/RW_battery-5.csv', 'data/XJTU data/RW_battery-1.csv']
data path:
['data/XJTU data/RW_battery-4.csv', 'data/XJTU data/RW_battery-8.csv']
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:010, data loss:0.049210
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.040205
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:011, data loss:0.013985
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.015618
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:012, data loss:0.004581
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.023896
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:013, data loss:0.012194
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.024518
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:014, data loss:0.000827
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.008420
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:015, data loss:0.011071
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.013593
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:016, data loss:0.018390
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.014577
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:017, data loss:0.003597
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.006275
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:018, data loss:0.001221
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.009466
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:019, data loss:0.001357
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.007523
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:020, data loss:0.001375
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.003789
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:021, data loss:0.008945
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.006065
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:022, data loss:0.006881
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.004134
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:023, data loss:0.000821
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.004026
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:024, data loss:0.000437
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.004204
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.001998
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.002331
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.006430
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.003046
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.004336
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.002420
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.000743
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.002379
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.000449
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.002105
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.002332
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001705
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.004122
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001832
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.001929
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001552
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:033, data loss:0.000773
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001521
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:034, data loss:0.001169
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.001244
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:035, data loss:0.002502
