data path:
['data/XJTU data/RW_battery-3.csv', 'data/XJTU data/RW_battery-2.csv', 'data/XJTU data/RW_battery-6.csv', 'data/XJTU data/RW_battery-7.csv', 'data/XJTU data/RW_battery-5.csv', 'data/XJTU data/RW_battery-1.csv']
data path:
['data/XJTU data/RW_battery-4.csv', 'data/XJTU data/RW_battery-8.csv']
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.002254
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.000589
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001805
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.001931
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001770
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.003184
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001998
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.001936
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001499
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:033, data loss:0.000994
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001674
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:034, data loss:0.001393
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.001429
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:035, data loss:0.002394
