data path:
['data/XJTU data/2C_battery-6.csv', 'data/XJTU data/2C_battery-2.csv', 'data/XJTU data/2C_battery-5.csv', 'data/XJTU data/2C_battery-1.csv', 'data/XJTU data/2C_battery-7.csv', 'data/XJTU data/2C_battery-3.csv']
data path:
['data/XJTU data/2C_battery-4.csv', 'data/XJTU data/2C_battery-8.csv']
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001112
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:025, data loss:0.001249
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001042
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:026, data loss:0.000643
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001019
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:027, data loss:0.001015
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000961
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:028, data loss:0.000672
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000997
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:029, data loss:0.000689
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001085
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:030, data loss:0.001296
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000843
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:031, data loss:0.000768
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000823
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:032, data loss:0.000531
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000899
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:033, data loss:0.000528
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000867
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:034, data loss:0.001251
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000771
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:035, data loss:0.000545
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000776
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:036, data loss:0.000461
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000836
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:037, data loss:0.000941
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000713
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:038, data loss:0.001048
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000762
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:039, data loss:0.000658
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000767
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:040, data loss:0.000651
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000726
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:041, data loss:0.000966
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000664
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:042, data loss:0.001070
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000679
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:043, data loss:0.000550
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000586
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:044, data loss:0.000414
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000723
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:045, data loss:0.000859
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:046, data loss:0.000648
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:046, data loss:0.000803
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000635
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:047, data loss:0.000529
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000614
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:048, data loss:0.000539
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000669
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:049, data loss:0.000687
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000619
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:050, data loss:0.000880
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000641
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:051, data loss:0.000660
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000614
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:052, data loss:0.000595
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:053, data loss:0.000607
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:053, data loss:0.000428
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:054, data loss:0.000550
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:054, data loss:0.000611
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:055, data loss:0.000546
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:055, data loss:0.000748
