data path:
['data/XJTU data/R2.5_battery-7.csv', 'data/XJTU data/R2.5_battery-6.csv', 'data/XJTU data/R2.5_battery-3.csv', 'data/XJTU data/R2.5_battery-2.csv', 'data/XJTU data/R2.5_battery-1.csv', 'data/XJTU data/R2.5_battery-5.csv']
data path:
['data/XJTU data/R2.5_battery-8.csv', 'data/XJTU data/R2.5_battery-4.csv']
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:014, data loss:0.001779
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001462
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:015, data loss:0.001327
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001441
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:016, data loss:0.002012
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001206
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:017, data loss:0.000943
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001241
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:018, data loss:0.002534
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001463
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:019, data loss:0.002112
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001118
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:020, data loss:0.000489
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001192
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:021, data loss:0.001447
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000989
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:022, data loss:0.001554
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.000886
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:023, data loss:0.001244
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000958
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:024, data loss:0.001560
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000941
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:025, data loss:0.000768
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000835
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:026, data loss:0.001273
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000769
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:027, data loss:0.001161
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000784
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:028, data loss:0.000783
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000713
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:029, data loss:0.000907
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000665
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:030, data loss:0.001075
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000637
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:031, data loss:0.000901
