data path:
['data/XJTU data/RW_battery-3.csv', 'data/XJTU data/RW_battery-2.csv', 'data/XJTU data/RW_battery-6.csv', 'data/XJTU data/RW_battery-7.csv', 'data/XJTU data/RW_battery-5.csv', 'data/XJTU data/RW_battery-1.csv']
data path:
['data/XJTU data/RW_battery-4.csv', 'data/XJTU data/RW_battery-8.csv']
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.848365
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:001, data loss:0.491299
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.425224
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:002, data loss:0.196360
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.182855
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:003, data loss:0.103001
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.122691
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:004, data loss:0.191469
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.163401
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:005, data loss:0.163016
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.106447
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:006, data loss:0.048159
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.042118
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:007, data loss:0.025638
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.056396
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:008, data loss:0.040705
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.056284
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:009, data loss:0.012975
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.022577
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:010, data loss:0.015882
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.019392
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:011, data loss:0.034675
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.024707
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:012, data loss:0.025467
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.015548
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:013, data loss:0.006007
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.008100
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:014, data loss:0.003026
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.016909
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:015, data loss:0.004289
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.015705
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:016, data loss:0.001111
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.007684
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:017, data loss:0.007755
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.005852
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:018, data loss:0.017089
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.008066
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:019, data loss:0.010062
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.004031
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:020, data loss:0.001315
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.005485
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:021, data loss:0.000618
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.004129
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:022, data loss:0.002541
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.002380
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:023, data loss:0.005144
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.002902
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:024, data loss:0.003791
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.003073
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.001620
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.003221
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.000939
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.002631
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.001468
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.002134
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.002746
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001641
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.003061
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001853
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.002346
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001725
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.002425
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001916
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.003466
