data path:
['data/XJTU data/R2.5_battery-7.csv', 'data/XJTU data/R2.5_battery-6.csv', 'data/XJTU data/R2.5_battery-3.csv', 'data/XJTU data/R2.5_battery-2.csv', 'data/XJTU data/R2.5_battery-1.csv', 'data/XJTU data/R2.5_battery-5.csv']
data path:
['data/XJTU data/R2.5_battery-8.csv', 'data/XJTU data/R2.5_battery-4.csv']
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001050
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:030, data loss:0.001694
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000971
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:031, data loss:0.001317
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000875
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:032, data loss:0.001847
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000772
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:033, data loss:0.002102
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000754
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:034, data loss:0.001795
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000726
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:035, data loss:0.001982
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000729
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:036, data loss:0.001623
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000686
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:037, data loss:0.001826
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000745
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:038, data loss:0.000889
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000618
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:039, data loss:0.001269
