data path:
['data/XJTU data/RW_battery-3.csv', 'data/XJTU data/RW_battery-2.csv', 'data/XJTU data/RW_battery-6.csv', 'data/XJTU data/RW_battery-7.csv', 'data/XJTU data/RW_battery-5.csv', 'data/XJTU data/RW_battery-1.csv']
data path:
['data/XJTU data/RW_battery-4.csv', 'data/XJTU data/RW_battery-8.csv']
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:023, data loss:0.002384
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.002440
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:024, data loss:0.005501
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.002785
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.004039
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.002255
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.000855
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.002127
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.000320
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.002131
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.000869
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001556
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.003086
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001843
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.003075
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001658
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.000979
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001265
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.000452
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001302
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:033, data loss:0.001053
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001029
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:034, data loss:0.002277
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.001097
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:035, data loss:0.001893
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.001107
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:036, data loss:0.000924
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000855
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:037, data loss:0.000758
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000875
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:038, data loss:0.001234
