data path:
['data/XJTU data/RW_battery-3.csv', 'data/XJTU data/RW_battery-2.csv', 'data/XJTU data/RW_battery-6.csv', 'data/XJTU data/RW_battery-7.csv', 'data/XJTU data/RW_battery-5.csv', 'data/XJTU data/RW_battery-1.csv']
data path:
['data/XJTU data/RW_battery-4.csv', 'data/XJTU data/RW_battery-8.csv']
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:017, data loss:0.009674
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.010505
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:018, data loss:0.003177
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.010058
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:019, data loss:0.001104
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.009721
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:020, data loss:0.000964
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.008144
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:021, data loss:0.003151
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.006530
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:022, data loss:0.006465
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.005874
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:023, data loss:0.004861
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.004823
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:024, data loss:0.002100
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.003918
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.001434
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.004306
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.003165
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.003399
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.006502
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.003091
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.006291
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.002769
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.003090
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.002570
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.001576
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.002318
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.002125
