data path:
['data/XJTU data/R2.5_battery-7.csv', 'data/XJTU data/R2.5_battery-6.csv', 'data/XJTU data/R2.5_battery-3.csv', 'data/XJTU data/R2.5_battery-2.csv', 'data/XJTU data/R2.5_battery-1.csv', 'data/XJTU data/R2.5_battery-5.csv']
data path:
['data/XJTU data/R2.5_battery-8.csv', 'data/XJTU data/R2.5_battery-4.csv']
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:010, data loss:0.000622
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.001748
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:011, data loss:0.001543
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001527
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:012, data loss:0.000631
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001318
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:013, data loss:0.001332
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001135
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:014, data loss:0.000620
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001226
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:015, data loss:0.001151
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.000993
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:016, data loss:0.001197
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001039
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:017, data loss:0.000572
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.000920
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:018, data loss:0.001096
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.000942
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:019, data loss:0.001248
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000989
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:020, data loss:0.000981
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000900
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:021, data loss:0.000831
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000804
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:022, data loss:0.000556
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.000843
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:023, data loss:0.001383
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000776
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:024, data loss:0.001185
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000744
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:025, data loss:0.000841
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000623
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:026, data loss:0.000566
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000752
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:027, data loss:0.000940
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000589
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:028, data loss:0.000747
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000661
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:029, data loss:0.000709
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000628
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:030, data loss:0.000538
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000531
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:031, data loss:0.000477
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000614
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:032, data loss:0.000706
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000565
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:033, data loss:0.000473
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000507
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:034, data loss:0.000348
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000500
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:035, data loss:0.000535
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000490
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:036, data loss:0.000559
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000484
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:037, data loss:0.000849
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000437
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:038, data loss:0.000951
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000448
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:039, data loss:0.001019
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000458
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:040, data loss:0.000708
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000402
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:041, data loss:0.000505
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000365
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:042, data loss:0.000498
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000414
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:043, data loss:0.000572
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000389
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:044, data loss:0.000655
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000400
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:045, data loss:0.000585
