data path:
['data/XJTU data/RW_battery-3.csv', 'data/XJTU data/RW_battery-2.csv', 'data/XJTU data/RW_battery-6.csv', 'data/XJTU data/RW_battery-7.csv', 'data/XJTU data/RW_battery-5.csv', 'data/XJTU data/RW_battery-1.csv']
data path:
['data/XJTU data/RW_battery-4.csv', 'data/XJTU data/RW_battery-8.csv']
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.899835
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:001, data loss:0.424538
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.367736
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:002, data loss:0.173095
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.184035
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:003, data loss:0.206183
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.207517
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:004, data loss:0.205409
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.167862
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:005, data loss:0.085624
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.070558
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:006, data loss:0.023178
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.054278
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:007, data loss:0.042874
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.066819
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:008, data loss:0.024944
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.036978
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:009, data loss:0.008079
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.018621
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:010, data loss:0.030772
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.026492
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:011, data loss:0.027026
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.016584
