data path:
['data/XJTU data/RW_battery-3.csv', 'data/XJTU data/RW_battery-2.csv', 'data/XJTU data/RW_battery-6.csv', 'data/XJTU data/RW_battery-7.csv', 'data/XJTU data/RW_battery-5.csv', 'data/XJTU data/RW_battery-1.csv']
data path:
['data/XJTU data/RW_battery-4.csv', 'data/XJTU data/RW_battery-8.csv']
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:012, data loss:0.005237
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.017117
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:013, data loss:0.005573
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.019460
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:014, data loss:0.003827
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.008442
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:015, data loss:0.013500
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.009441
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:016, data loss:0.012077
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.006540
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:017, data loss:0.002105
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.005615
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:018, data loss:0.001255
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.007641
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:019, data loss:0.001005
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.003950
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:020, data loss:0.005424
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.004451
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:021, data loss:0.008116
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.003948
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:022, data loss:0.002706
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.002691
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:023, data loss:0.000571
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.003150
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:024, data loss:0.000945
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001991
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.004070
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.002035
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.004996
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001909
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.001701
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001486
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.000624
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001615
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.001697
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001095
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.003298
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001251
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.001962
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001018
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.000675
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001128
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:033, data loss:0.001295
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000973
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:034, data loss:0.002532
