data path:
['data/XJTU data/R3_battery-5.csv', 'data/XJTU data/R3_battery-3.csv', 'data/XJTU data/R3_battery-7.csv', 'data/XJTU data/R3_battery-6.csv', 'data/XJTU data/R3_battery-1.csv', 'data/XJTU data/R3_battery-2.csv']
data path:
['data/XJTU data/R3_battery-4.csv', 'data/XJTU data/R3_battery-8.csv']
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.001220
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000701
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.000643
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000664
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.000791
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000614
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.000781
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000550
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.001195
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000581
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.000912
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000535
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.000701
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000631
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.000926
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000518
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:033, data loss:0.001006
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000494
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:034, data loss:0.001019
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000440
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:035, data loss:0.000737
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000502
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:036, data loss:0.000686
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000434
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:037, data loss:0.000948
