data path:
['data/XJTU data/2C_battery-6.csv', 'data/XJTU data/2C_battery-2.csv', 'data/XJTU data/2C_battery-5.csv', 'data/XJTU data/2C_battery-1.csv', 'data/XJTU data/2C_battery-7.csv', 'data/XJTU data/2C_battery-3.csv']
data path:
['data/XJTU data/2C_battery-4.csv', 'data/XJTU data/2C_battery-8.csv']
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:046, data loss:0.001175
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000489
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:047, data loss:0.001319
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000505
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:048, data loss:0.001649
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000534
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:049, data loss:0.001493
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000511
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:050, data loss:0.001183
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000483
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:051, data loss:0.000777
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000414
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:052, data loss:0.000527
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:053, data loss:0.000466
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:053, data loss:0.000723
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:054, data loss:0.000389
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:054, data loss:0.000763
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:055, data loss:0.000393
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:055, data loss:0.000781
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:056, data loss:0.000424
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:056, data loss:0.001008
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:057, data loss:0.000446
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:057, data loss:0.000872
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:058, data loss:0.000398
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:058, data loss:0.000671
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:059, data loss:0.000405
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:059, data loss:0.000807
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:060, data loss:0.000415
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:060, data loss:0.001011
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:061, data loss:0.000376
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:061, data loss:0.000866
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:062, data loss:0.000377
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:062, data loss:0.000590
2025-07-07 08:35 - function:train_one_epoch - INFO - [Train] epoch:063, data loss:0.000393
2025-07-07 08:35 - function:valid - INFO - [Valid] epoch:063, data loss:0.000580
